a,1. primeira letra do alfabeto,2. um; uma
come true,realizar-se
comedian,comediante
comedy,comédia
comet,cometa
comfort,1. conforto,2. confortar; aliviar; consolar
comfortable,confortável; agradável; cômodo
comfortably,confortavelmente; agradavelmente; de maneira agradável
comfortless,desconfortável; sem conforto
comic,cômico
comical,cómico; cômico
comma,vírgula
command,1. mando; comando; ordem,2. prescrição,3. dar ordem; mandar; ordenar,4. prescrever
commandable,comandável
commandant,comandante
commander,comandante
commandline,linha de comando
commas,vírgula
commemorate,comemorar
commemoration,comemoração
commemorative,comemorativo
commence,1. começar; iniciar
commencement,princípio
commend,1. glorificar; santificar,2. elogiar; gabar; louvar,3. recomendar
commensal,comensal
commensalism,comensalismo
comment,1. cometário,2. comentar; fazer comentários
commentary,comentário
commerce,comércio
commercial,comercial
commercialization,comercialização
commercially,comercialmente
commissar,comissário
commission,1. comissão,2. comissãodocorretor
commissioner,mandatário
commissure,comissura
commit,cometer; entregar
commit adultery,adulterar; cometeradultério
commit aggression,agredir
commitment,compromisso; engajamento
committee,comissão; comitê; junta
commmand,1. comando; ordem; mandado,2. comandar; mandar; ordenar
commodities,produto de consumo
commodity,1. artigo; objecto posto à venda; mercadoria,2. fazenda
commodore,comodoro
common,comum; ordinário; usual; vulgar
commonly,comumente; normalmente
commonplace,1. banal; comun; trivial; vulgar
commotion,1. agitação; alvoroço,2. excitação doentia,3. escândalo
commune,comungar
communicable,comunicável; transmissível
communicate,comunicar; participar
communication,comunicação
communicative,comunicativo
communion,comunhão
communist,comunista
community,comunidade; município
commutative,comutativo
comorbidity,comorbidade
compact,compacto; denso; cerrado
compactible,compactável
compaction,compactação
companian,acompanhante; acólito; companheiro
companion,1. camarada; companheiro,2. associado
companionship,companherismo
company,1. firma; loja,2. companhia
comparable,comparável
comparably,comparavelmente; de forma comparável
comparative,comparativo
comparatively,comparativamente
compare,comparar
compared,comparado
comparison,comparação
compartment,1. compartimento; especialidade; secção,2. compartimento de vagão
compass,bússola; compasso
compassion,compaixão; piedade
compatibility,biocompatibilidade
compatible,biocompatível
compatriot,compatriota; conterrâneo
compel,constranger; forçar; obrigar
compelling,constrangedor
compendium,compêndio
compensate,premiar; recompensar; remunerar
compensation,recompensa; remuneração
compensatory,compensatório
compete,competir; concorrer; rivalizar
competence,competência
competency,competência
competent,autorizado; competente; habilitado
competently,competentemente; de forma competente
competition,competição
competitive,competitivo
competitor,competidor; rival; desafiador
compilation,compilação
compile,compilar
compiler,compilador
complain,lamentar-se; lastimar-se; queixar-se
complaint,1. acusação,2. lamento; queixa
complement,complemento
complementary,complementar
complete,1. completo; cheio; pleno,2. completar
completed,completado
completely,completamente
completeness,perfeição; integralidade; inteireza
completion,conclusão
complex,complexo; complicado
complexion,tez
complexity,complexidade
compliance,submissão; conformidade
compliant,complacente; submisso
complicate,complicar
complicated,complicado; complexo
complication,complicação
compliment,1. cumprimentar,2. cumprimento; vénia; vênia
component,componente
compose,1. compor,2. escrever
composer,cocompositor
composition,composição
comprehensibility,compreensibilidade
comprehensible,compreensível
comprehension,compreensão
comprehensive,1. compreensivo,2. extenso; amplo
comprehensively,de forma compreensível
compress,comprimir; compactar
compressed,comprimido
compressible,compressível
compression,compressão
compressive,compressivo
compressor,compressor
comprise,1. abranger; estender-se,2. conter; incluir
compromise,1. meio-termo,2. comprometer,3. chegar a um meio-termo
compulsion,compulsão
compulsive,compulsivo
compulsively,compulsivamente; de forma compulsiva
compulsivity,compulsividade
compulsory,compulsório; forçoso; obrigatório
computable,computável
computation,computação
compute,computar
computer,computador
comrade,camarada; companheiro
concatenate,concatenar
concatenation,concatenação
concave,bicôncavo
concavity,biconcavidade
conceal,acobertar; esconder; ocultar
conceited,frívolo; fútil; vaidoso
conceive,1. entender; compreender,2. conceber; gerar
concentrate,1. concentrado,2. concentrar,3. concentrar-se
concentrated,basto; cerrado; compacto; denso; espesso
concentration,concentração
concentric,concêntrico
concentrically,concentricamente; de forma concêntrica
concept,conceito; idéia
conception,concepção
concern,1. competir; concernir; dizer respeito a,2. referir-se; ter relação com,3. cuidado; preocupação; zelo
concerned,concernente; respectivo
concerning,1. acerca de,2. a respeito de; quanto a
concert,concerto
concession,concessão
conciliate,conciliar
conciliatory,conciliatório
concise,conciso; lacónico; lacônico; sucinto
conclude,concluir
conclusion,conclusão; resultado
conclusive,conclusivo
conclusively,conclusivamente; de forma conclusiva
concomitance,concomitância
concomitant,concomitante
concomitantly,concomitantemente; de forma concomitante
concord,acorde; acordo; ajuste; concordância; conformidade; convenção
concordant,concordante
concrete,1. concreto; betão; formigão
concubine,concubina
concurrence,acordo; ajuste; concordância; conformidade; convenção
concurrent,1. concorrente
concurrently,concorrentemente; simultaneamente; ao mesmo tempo
condemn,1. amaldiçoar,2. desaprovar; reprovar
condemnable,reprovável
condemnation,reprovação
condemner,condenador
condensable,condensável
condensate,1. condensado,2. condensar
condensation,condensação
condenser,condensador
condescend,tratar com condescendência; permitir; consentir
condescending,condescendência
condition,1. cláusula; condição,2. circunstância; posição; situação,3. estado
conditional,bicondicional
conditionally,condicionalmente
condolences,condolências; pêsames
conduct,1. conduzir; dirigir; guiar; levar,2. comportamento; conduta; procedimento
conduct oneself,agir; comportar-se; proceder
conduction,condução
conductor,condutor; motorista
conduit,conduto; cano
confabulation,confabulação
confection,confecção
confederacy,confederação
confederate,1. confederado,2. confederar; unir em confederação
confederation,confederação
confederative,confederativo
confer,conferir
conference,conferência
confess,1. confessar; professar; reconhecer
confession,confissão
confidant,confidente
confide,confiar; contar com; crer; ter confiançaem
confidence,1. fé,2. confidência,3. confiança
confident,auto-confiante
confidential,confidencial
confidentially,confidencialmente; de forma confidencial
config,configurar
configurable,configurável
configuration,configuração
configure,configurar
confine,demarcar; limitar; restringir
confirm,confirmar; homologar; ratificar
confirmable,confirmável
confirmation,confirmação
confiscable,confiscável
confiscate,confiscar
confiscation,confisco
confiscator,confiscador
conflagration,incêndio
conflict,conflito
confluence,confluência
confluent,confluente
conform,1. estar conforme a,2. amoldar-se; adaptar-se; conformar-se
conforming,conforme; adequado; apropriado
conformism,conformismo
conformity,conformidade
confraternity,confraternidade
confront,1. atacar de frente; enfrentar,2. afrontar; arrostar,3. resistir
confuse,atrapalhar; confundir; perturbar
confusion,1. confusão; perturbação,2. desordem
congenital,congênito
congestion,congestão
congestive,congestivo
conglomerate,1. conglomerado,2. conglomerar
conglomeration,conglomeração; agregação
congratulate,darparabéns; felicitar
congratulation,congratulação; parabéns
congregate,reunir-se
congress,congresso
congressman,congressista; parlamentar
congresswoman,congressista; parlamentar
congruent,congruente; proporcionado
conical,cônico
conjecture,1. conjetura,2. conjeturar; supor
conjugated,conjugado
conjugation,conjugação
conjunction,conjunção
conjunctivae,conjuntiva
conjunctivitis,conjuntivite
connect,conectar; ligar; amarrar; atar
connect up,ligar
connectable,conectável
connecter,conector
connection,conexão; ligação; aliança; liga
connective,1. conexão,2. conjunção,3. conector,4. conectivo,5. conjuntivo
connectivity,conectividade
connector,conector
conquer,conquistar
conqueror,conquistador
conquest,conquista
conquistador,conquistador
consanguine,cossangüineo
consanguinity,consangüinidade
conscience,consciência; foro íntimo
conscienceless,sem consciência
conscientious,consciensiosamente
conscious,consciente
consciousness,conhecimento; consciência; sentimento de si
consecrate,consagrar
consecutively,consecutivamente; sucessivamente
consent,1. consenso; consentimento,2. consentir; anuir; concordar; estar de acordo
consequence,conseqüência
consequent,conseqüente
consequently,conseqüentemente; logo; por conseguinte; sendo assim
conservation,conservação
conservative,conservador; preservativo
conserve,conservar; guardar
consider,1. considerar; refletir,2. observar; mirar; olhar
considerable,considerável; apreciável
considerably,consideravelmente
consideration,consideração
consignee,destinatário
consist,consistir
consistant,consistente
consistence,consistência
consistency,consistência
consistent,consistente
consistently,consistentemente
consolate,consolar
consolation,alívio; consolação; consolo
console,aliviar; consolar
consolidate,1. consolidado,2. consolidar,3. consolidar-se
consonant,consoante
consortium,consórcio
conspiracy,1. complô; conjuração; trama,2. conspiração
conspirator,conspirador
conspire,conjurar; conspirar
constancy,constância
constant,1. constante; contínuo; permanente,2. ininterrupto
constantly,constantemente; de forma constante; continuamente; de forma contínua
constellation,constelação
consternation,consternação; estupefação
constipate,constipar
constipated,constipado
constipation,constipação; prisão de ventre
constitute,compor; constituir; estabelecer
constitution,constituição
constitutional,constitucional
constitutionalism,constitucionalismo
constitutionalist,constitucionalista
constitutionalization,constitucionalização
constitutionalize,constitucionalizar
constringent,adstringente
construct,construir; edificar; erigir
construction,construção
constructivism,construtivismo
constructivist,construtivista
constructor,construtor; aquele que constrói
consul,cônsul
consulate,consulado
consult,consultar
consultant,consultor
consultation,consulta
consume,consumir; esgotar; gastar
consumer,consumidor
consummate,consumar
consummation,consumação
consumption,consumo
contact,1. contato,2. estar em contato com; manter contato com; ter contato com
contagious,contagioso
contain,conter; incluir
container,caixa; continente; jarro; vasilha; vaso
contaminant,contaminante
contaminate,contaminar
contamination,contaminação
contemplate,contemplar
contemplation,contemplação
contemporaneous,contemporâneo
contemporary,contemporâneo; moderno; atual
contempt,desprezo
contend with,lutar contra; opor
content,1. conteúdo,2. contente; satisfeito,3. contentar; satisfazer
contented,contente; satisfeito
contentedness,contentamento
contention,afirmacão; asserção; garantia
contentless,descontente
contentment,contentamento
contents,conteúdo
contest,1. certame; concurso,2. competição,3. disputar; candidatar; competir
contestable,contestável; que se pode contestar
contestant,concorrente
contestation,contestação
contester,contestador
context,contexto
contextual,contextual
contextually,contextualmente; de forma contextual
continent,continente
continental,continental
contingency,eventualidade
contingent,contingente; eventual
continual,constante; contínuo; permanente
continually,continuamente
continuation,continuação; prosseguimento
continue,1. continuar; durar; permanecer; prolongar-se,2. avançar; prosseguir
continuity,continuidade
continuous,contínuo
continuously,continuamente
contort,torcer; retorcer
contour,contorno
contraband,contrabando
contraception,contracepção
contraceptive,contraceptivo
contract,acordo; contrato; pacto
contractibility,contratilidade
contractile,contrátil
contraction,contração
contractual,contratual
contracture,contratura
contradict,contestar; contradizer
contradiction,contradição
contradictory,contraditório
contradistinction,antagonismo
contraindicate,contraindicar
contraindicated,contraindicado
contraindication,contraindicação
contralateral,contralateral
contralto,1. coltralto; violeta,2. contralto
contralto voice,coltralto; violeta
contraposition,contraposição
contrariety,contrariedade
contrary,contrário
contrast,1. antagonismo,2. contrastar,3. contraste
contravention,contravenção
contribute,colaborar; contribuir
contributer,contribuidor; colaborador
contribution,contribuição
contributor,contribuidor
contrived,artificial
control,1. controle,2. controlar; dominar; governar; reger
controlable,controlável
controllable,controlável
controlled,controlado
controller,1. controlador,2. revisor
controversy,controvérsia; polêmica
controvertible,contestável
contusion,contusão
convalesce,convalescer
convalescence,convalescência
convalescent,1. convalescente,2. de convalescência; de melhora
convenience,conveniência
conveniency,conveniência
convenient,1. conveniente; adequado,2. cômodo; propício
conveniently,convenientemente
convention,convenção
conventional,convencional
converge,convergir
convergence,convergência
convergency,convergência
convergent,convergente
conversation,conversação
converse,conversar
conversion,conversão; mudança
convert,converter
converter,conversor
convey,alienar; transmitir
conviction,convicção
convince,convencer; persuadir
convocation,convocação
convoke,convocar
convulsion,convulsão
convulsive,convulsivo
cook,1. cozinhar,2. cozinheira
cookbook,livro de receitas
cooked,cozinhado
cookie,biscoito
cool,1. frio; fresco,2. legal
cooler,resfriador; refrigerador
cooperate,colaborar
cooperation,cooperação
cooperative,1. cooperativa,2. cooperativo
coordinate,1. coordenada,2. coordenar
coordination,coordenação
coordinator,coordenador
copier,copiador
copious,abundante; basto; copioso; farto; lauto
copiously,copiosamente; de forma copiosa
copper,1. cobre,2. cúprico; de cobre
coprocessor,coprocessador
coproduce,coproduzir
coproducer,coprodutor
coproduct,coproduto
coproduction,coprodução
coprophagy,coprofagia
coproprietor,coproprietário
copulate,copular
copulation,cópula
copy,broncoscopia
copyright,direito autoral; direito de cópia
cord,acorde; acordo; ajuste; concordância; conformidade; convenção
cordial,cordial; docoração; cardíaco
cordiality,cordialidade
cordially,cordialmente; de forma cordial
cordless,sem fio
core,âmago; caroço; cerne; núcleo
corequisite,correquisito
coresearcher,copesquisador
corespondent,correspondente
cork,cortiça
corkscrew,saca-rolhas
corn,capricórnio
corner,1. abarcar; açambarcar; fazer truste,2. esquina
cornerstone,pedra fundamental
cornflower,aciano
cornification,cornificação
coronal,coronal
coronary,coronária; artéria que irriga o coração
coronation,coroação
corporal,cabo; caporal
corporate,corporativo
corporation,corporação
corpse,cadáver; defunto; morto
corpulent,encorpado; espesso; grosso; volumoso
corpus,corpo
corpuscle,corpúsculo
corral,cavalariça
correct,1. correto,2. corrigir; retificar,3. afinado; correcto; exacto; exato; preciso
correctable,corrigível
correction,correção
correctly,corretamente; de forma correta
corrector,corretor; quem corrige
correlation,correlação
correspond,corresponder-se
correspondence,correspondência
correspondent,correspondente
corridor,corredor; galeria; passagem
corrigible,corrigível
corroborate,confirmar; homologar; ratificar
corrosion,corrosão
corrosive,corrosivo
corrosive sublimate,sublimado
corrosively,corrosivamente; de forma corrosiva
corrupt,1. corrupto,2. corromper
corruptible,corruptível
corruption,corrupção
cortex,cortex
corticoid,corticóide
corticosteroid,corticosteroíde
corticotrophin,corticotrofina
corticotropin,corticotropina
cortisol,cortisol
cortisone,cortisona
corvette,corveta
cosigner,cossignatário
cosmetic,cosmético
cosmetic powder,pó; pó-de-arroz
cosmic,cósmico
cosmical,cósmico
cosmically,cosmicamente
cosmography,cosmografia
cosmology,cosmologia
cosmonaut,cosmonauta
cosmos,cosmo; universo
cosponsor,copatrocinar
cosponsorship,copatrocínio
cost,1. custar,2. custo; preço,3. gastos
costly,caro
costume,costume; traje; veste
cottage,casinha; casinhola
cotton,algodão
couch,1. divã,2. canapé; sofá
cougar,puma
cough,1. tossir,2. tosse
council,conselho (administrativo)
councillor,conselheiro; membro do conselho
councilor,conselheiro; membro do conselho
counsel,1. advogado,2. anunciar; avisar; comunicar,3. aconselhar; persuadir,4. conselho
counsellor,conselheiro
count,1. conde,2. contar; calcular; computar; orçar,3. numerar
count in,adicionar; somar
counter,1. contra-,2. contador
counterargument,1. contra-argumento,2. contra-argumentar
counterattack,1. contra-ataque,2. contra-atacar
counterbalance,1. contrapeso,2. contrabalançar
counterculture,contra-cultura
counterfeit,coisa falsificada; falsidade; falsificação
counterpart,contrapartida; sósia
counterpoint,1. contraponto,2. contrapor; contrastar
counterrevolution,contra-revolução
counterterrorism,contra-terrorismo
countless,incontável
country,1. campanha; campo; roça,2. país; terra
countryman,camponês
countryside,campanha; campo; roça
coupe,compartimento; compartimento de vagão
couple,1. casal; esposo e esposa,2. acoplar
coupon,bilhete; bónus; bônus; cupom
courage,ânimo; coragem; denodo
courageous,afoito; arrojado; corajoso
courageously,corajosamente
course,1. curso; cotação; percurso,2. prato; travessa,3. trivial
court,1. galantear; namorar,2. instância,3. tribunal,4. pátio; quintal; terreiro,5. corte
courteous,cavalheiro; cortês; gentil; polido
courtesan,cortesã
courtesy,cortesia
courtroom,tribunal
courtship,cortejamento
courtyard,pátio; quintal; terreiro
cousin,1. prima,2. primo
cover,1. capa,2. cobertura; tampa,3. encadernação,4. cobrir; abranger,5. acobertar; encapar
coverage,cobertura
covered,coberto
covet,serávidopor
covetousness,avidez; cobiça
cow,vaca
coward,covarde
cowardice,cobardia
cowardly,covardemente
cowboy,boiadeiro; vaqueiro
cower,estaragachado; estardecócoras
cowhouse,curral
cowl,capuz; pano de chaminé
cowshed,curral
coyote,coiote
cozy,aconchegante
crack,1. fenda; greta; racha,2. estalar,3. estalido; estrondo
crackle,crepitar
cradle,1. berço,2. embalar
craft,1. arte,2. ofício,3. astúcia,4. barco,5. fazer com astúcia
cramp,cólica
cramped,acanhado; apertado; estreito
crane,1. guindaste,2. grou,3. grua
cranial,cranial
craniofacial,craniofacial
craniology,craniologia
craniometry,craniometria
craniosacral,craniossacral
craniotomy,craniotomia
cranium,crânio
crash,1. colisão,2. acidente,3. quebra,4. travamento de programa de computador,5. bater,6. explodir
crater,cratera
crawl,1. rastejamento,2. engatinhamento,3. andar em camera lenta,4. rastejar-se,5. engatinhar,6. mover-se em camera lenta
crayfish,caranguejo
craze,furor; moda; voga
craziness,loucura; insanidade
crazy,insano; louco; alucinado; doido; maluco
creak,ranger
cream,creme
crease,amarfanhar; amarrotar; amassar
create,1. criar; fazer; instituir,2. compor; escrever
creatine,creatina
creatinine,creatinina
creation,criação
creative,criativo
creativity,criatividade
creator,cocriador
creature,criatura; ser; ente; entidade
credential,credencial
credit,crédito
creditor,credor
credulity,credulidade
credulous,crédulo
creek,1. riacho,2. pequena ilha ou baía
creep,arrojar-se; rastejar; serpear
cremate,cremar
cremation,cremação
crematorium,crematório
crepitation,creptação
crepitus,crepto
crescent,crescente
crest,1. crista; poupa; topo; cume,2. coroar; superar
crevice,fenda; greta; racha
crew,saca-rolhas
cricket,grilo
crime,crime
crimeless,sem crime
criminal,1. criminal,2. criminoso
criminality,criminalidade
criminalize,criminalizar
criminally,criminalmente; de forma criminal
criminology,criminologia
criminous,criminoso
crimson,carmesim
cripple,1. coxo; aleijado,2. aleijar,3. inutilizar
crippled,aleijado; estropiado
crisis,crise
crista,crista
criterion,critério
criterium,critério
critic,crítico
critical,crítico
critically,criticamente; de forma crítica
criticism,crítica; discernimento
criticize,apreciar; criticar
croak,crocitar; grasnar
crockery,1. objecto feito de argila,2. faiança; faiença
crocodile,crocodilo
crook,bilontra; gaio; maroto; patife
crooked,torto
croon,cantarolar
crop,colheita; rendimento
cross,achar; encontrar
cross out,anular
crossbow,besta; arco tipo besta
crossly,zangado
crossways,transversalmente
crosswise,transversalmente
crossword puzzle,palavrascruzadas
crouch,estaragachado; estardecócoras
crow,1. gralha,2. corvo
crowbar,alavanca
crowd,1. acervo; acúmulo; chusma; cúmulo; montão; multidão; pilha; ruma
crown,arrematar; coroar
crucifix,crucifixo
crucifixion,crucificação
crucify,crucificar
crude,1. agreste; bronco; cru; rude,2. grosseiro; ríspido; tosco,3. deselegante; faltodeelegância; indecoroso
crude oil,1. petróleobruto,2. nafta
cruel,brutal; cruel; desalmado
cruelly,cruelmente
cruelty,crueldade
cruise,cruzar
crumb,migalha; migalhadepão
crumble,amarfanhar; amarrotar; amassar
crush,1. britar; esmagar; quebrar,2. calcar; pisar; socar
crutch,muleta
cruzeiro,cruzeiro
cry,1. grito,2. chorar
cry out,berrar; bradar; gritar
cryobiology,criobiologia
cryogenic,criogênico
cryopreservation,criopreservação
cryotherapy,crioterapia
cryptographic,criptográfico
cryptography,criptografia
crystal,1. cristalino; decristal,2. cristal
crystalize,cristalizar
crystalline,cristalino
crystallizable,cristalizável
crystallization,cristalização
crystallize,cristalizar
crystallography,cristalografia
crystalloid,cristalóide
cube,cubo
cubic,cúbico
cubical,cúbico
cubically,cubicamente; de forma cúbica
cubism,cubismo
cubit,cúbito
cubital,cubital
cuboid,cubóide
cuckoo,cuco
cucumber,pepino
cudgel,cacete
cuff,esbofetear
culinary,culinária
culpable,culpável
culprit,culpado; réu
cultivable,cultivável
cultivate,amanhar; cultivar
cultivation,cultivo
cultivator,cultivador
cultural,bicultural
culture,contra-cultura
cunning,ardiloso; astuto; ladino
cunt,vulva; buceta; xoxota
cup,1. taça,2. chávena; xícara,3. copa
cupboard,armário; estante
cupola,cúpula; zimbório
cupric,cúprico
curable,curável
curate,coadjutor
curative,1. curativo
curator,1. diretor,2. curador
curb,1. freio,2. refrear
curdle,coalhar
curds,coalho
cure,1. curar; medicar,2. sarar
cureless,sem cura; incurável
curettage,curetagem
curiosity,curiosidade
curious,1. curisoso; notável; singular,2. curioso
curiousity,curiosidade
curiously,curiosamente
curl,1. anelar; ondular,2. anel; caracol,3. frisar,4. bater; fazermolinete; mexer
currency,moeda
current,1. concorrente
currently,concorrentemente; simultaneamente; ao mesmo tempo
curricular,curricular
curriculum,currículo
curse,1. maldição,2. blasfemar; maldizer; praguejar,3. amaldiçoar,4. desbocar-se; xingar
curtain,cortina; reposteiro
curtsy,1. reverenciar,2. mesura; reverência
curve,arco; curva; volta
curved,curvo; sinuoso; tortuoso
cushion,almofada; coxim
cuss,1. blasfemar; maldizer; praguejar,2. desbocar-se; xingar
custody,custódia
custom,1. costume; hábito; uso,2. clientela,3. personalizado; do jeito do cliente
customarily,costumeiramente; habitualmente
customary,usual
customer,cliente; freguês
customizable,personalizável
customization,personalização
customize,personalizar
customs,alfândega; aduana
cut,bemacabado; distinto; limpo; líquido; polido
cutaneous,cutâneo
cute,fofo
cutlery,talher
cutlet,costeleta
cyanocobalamin,cianocobalamina
cyanosis,cianose
cyanotic,cianótico
cybernetic,cibernético
cybernetics,cibernética
cyclamen,ciclame
cycle,1. bicicleta; biciclo,2. ciclo
cyclic,ciclíco
cyclical,cíclico
cyclone,ciclone
cylinder,cilindro
cylinder phonograph,fonógrafo; gramofone
cylindric,cilíndrico
cylindrical,cilíndrico
cylindrically,cilindricamente; de forma cilíndrica
cymbal,címbalo
cynical,cínico
cynicism,cinismo
cypres,cipreste
cyst,cisto
cystic,cístico
cystitis,colecistite
cytokine,citocina
cytology,citologia
cytomegalovirus,citomegalovírus
cytoplasm,citoplasma
cytotoxic,citóxico
cytotoxicity,citoxicidade
czar,tsar
czarina,tsarina
dad,papai
dadaism,dadaísmo
daddy,papai
daemon,1. demônio,2. programa residente
daft,doido; maluco
dagger,punhal
dahlia,dália
daily,1. cotidiano; diário; quotidiano,2. diáriamente
daily paper,jornal
dainty,brando; delicado; fino; grácil; meigo; mimoso; sutil
dairy,leitaria; leiteria
daisy,mal-me-quer; margaridinha
dam,barragem
dam up,deter; represar
damage,1. avaria,2. danificar,3. dano,4. arruinar; avariar; deteriorar; estragar,5. estrago
dame,dama; mulher; senhora
damn,condenar ao inferno; danar; tornar maldito
damnation,danação; maldição; condenação
damp,úmido; húmido
dan,dan
dance,1. baile,2. bailar; dançar,3. dança
dancer,1. dançarina,2. dançarino
dandelion,dente-de-leão
dandle,embalar
dandy,almofadinha; janota; dândi
danger,perigo; risco
dangerous,arriscado; perigoso
dangerously,perigosamente
dare,1. ousar; ter coragem de,2. atrever-se; aventurar-sea
daring,1. audácia,2. audaz; arriscado; ousado
dark,1. escuro,2. negro
dark blue,azul-ferrete
darkness,escuridão
darling,amado
darn,com os diabos
dash,1. hífen; travessão,2. correria,3. arremessar,4. frustrar,5. precipitar-se; ir depressa
dash off,1. sair apressado,2. sair a toda
database,banco de dados
date,data de nascimento
date palm,tamareira
datum,dado; informação
daughter,filha
daunt,desencorajar; desalentar
daunting,desencorajador; desalentador
dauntless,intrépido; destemido
dawn,amanhecer; aurora; romper do dia
day,aniversário
daybreak,madrugada; romper do dia
daydream,1. devaneio; sonho,2. devanear; fantasiar; sonhar
daylight,luz do sol durante o dia
daystar,estrela do dia
daytime,dia; horas em que há luz do sol
dazzle,cegar
de luxe,luxuoso; luxuriante
deacon,diácono
deactivate,desativar
deactivation,desativação
deactivator,desativador
dead,1. mortal; semvida,2. morto
deaden,amortecer; amortizar
deadline,prazo final; data final
deadliness,letalidade
deaf,surdo
deafness,surdez
deal,assunto; caso; causa; coisa; negócio; questão
deal in secondhand goods,alborcar
deal with,agenciar; tratar
dealer,negociante; comerciante
deambulate,deambular
dean,deão; decano
dear,caro; prezado; querido
death,morte; óbito
death throes,agonia; ânsia; passamento
deathful,mortal
deathless,imortal
debatable,discutível; que pode ser discutido; que pode ser debatido
debate,debate; discussão
debatement,debate
debauch,viveremfarra; vivernodeboche
debauchery,farra; deboche; dissipação
debilitate,debilitar
debility,debilidade; fraqueza
debit,débito; deve
debridement,desbridamento
debris,escombros; destroços; ruínas
debt,dever; dívida
debut,1. primeira aparição; apresentação,2. debutar
debutant,debutante
decade,década
decadence,decadência
decadency,decadência
decadent,decadente
decadently,de forma decadente
decalcification,descalcificação
decalcify,descalcificação
decaliter,decalitro
decalog,decálogo
decalogue,decálogo
decameter,decâmetro
decametre,decâmetro
decant,decantar
decantation,decantação
decanter,garrafa; jarra
decapitate,decapitar
decapitation,decapitação
decapitator,decapitador
decasyllabic,decassilábico
decasyllable,decassílabo
decay,1. decadência,2. decair
decayed,caduco; decrépito; frágil
deceive,enganar; iludir; lograr
decelerate,desacelerar
deceleration,desaceleração
decelerator,desacelerador
decency,decência
decent,conveniente; decoroso; próprio
decently,comoéjusto; comosedeve; decentemente
decentralization,descentralização
decentralize,descentralizar
deception,decepção
deceptive,enganoso
decibel,decibel
decide,decidir; deliberar; dirimir; haver por bem; julgar; resolver
decigram,decigrama
deciliter,decilitro
decimal,decimal
decimetre,decímetro
decipher,decifrar
decision,decisão
decisive,1. decidido; resoluto,2. decisivo
deck,coberta; convés
declaim,declamar; recitar
declarable,declarável
declaration,declaracão; depoimento
declaration of policy,programa
declare,declarar; declinar; depor
declinable,declinável
decline,declínio
decoction,decocção
decode,descodificar; decifrar; traduzir
decoder,decodificador
decolonization,descolonização
decolonize,descolonizar
decompensation,descompensação
decomposition,decomposição
decompress,descomprimir
decompression,descompressão
deconcentrate,desconcentrar
deconcentration,desconcentração
decontaminate,descontaminar
decontamination,descontaminação
decor,decoração
decorate,1. decorar; fazerdecoração,2. adornar; ornamentar
decoration,decoração
decorative,decorativo
decoy,atrair; engodar; seduzir
decrease,diminuir; abaixar
decree,1. decreto,2. decretar
decrepit,caduco; decrépito; frágil
decrypt,descodificar; decifrar
decryption,descodificação
dedicate,consagrar; dedicar; oferecer; votar
dedicated,dedicado
dedication,dedicação
dedicatory,1. dedicatória,2. dedicatório
deduce,concluir; deduzir; inferir
deducible,deduzível
deduct,descontar; tirar
deductible,deduzível
deduction,dedução
deed,feito notável; ato heróico
deem,1. acreditar; crer,2. julgar; opinar; serdeopinião,3. observar; mirar; olhar
deep,entranhado; fundo; profundo
deeply,profundamente
deer,cervo; veado
defamation,difamação
defamatory,difamatório
defame,difamar
default,1. padrão,2. não pagamento
defeat,1. derrota,2. debelar; superar; vencer
defecate,defecar
defect,defeito
defective,defeituoso
defence,1. defesa,2. destacamento que protege a retaguarda de um exército
defenceless,indefeso; sem defesas
defend,defender; proteger; pugnarpor; resguardar
defendant,acusado
defender,defensor
defense,defesa
defensible,defensável
defensive,defensivo
defer,atrasar
defiantly,por acinte; por desafio
defibrillate,desfibrilar
defibrillation,desfibrilação
defibrillator,desfibrilador
deficiency,deficiência
deficient,deficiente
deficit,deficit
defile,desonrar; profanar; violar
define,definir; designar; destinar; determinar; fixar; indicar; marcar
definite,decisivo; definitivo
definite article,artigodefinido
definitely,1. definitivamente,2. absolutamente; impreterivelmente; infalivelmente; sem falta
definition,definição; designação; fixação
definitive,definitivo; decisivo
definitively,definitivamente; de forma definitiva
deflower,desflorar
deform,deformar
deformity,deformidade
defraud,defraudar
defy,1. arrostar; desafiar; provocar,2. reptar
degenerate,corromper-se; degenerar
degeneration,degeneração
degenerative,degenerativo
deglutition,deglutição
degradation,biodegradação
degrade,biodegradar
degree,1. grau,2. cabeçalho; epígrafe; título
degust,degustar
degustation,degustação
dehumanization,desumanização
dehumanize,desumanizar
dehydrate,desidratar
dehydration,desidratação
dehydrogenase,desidrogenase
deity,divindade; deus
delay,1. atraso,2. adiamento; demora; protelação,3. adiar; atrasar; protelar; procrastinar
delegate,1. delegado,2. delegar; deputar
delegation,1. delegação; embaixada
delete,apagar; deletar
deleterious,deletério
deliberate,1. deliberado,2. deliberar
deliberately,depropósito; intencionalmente; deliberadamente
deliberation,deliberação; debate
delicacy,acepipe; guloseima
delicate,brando; delicado; fino; grácil; meigo; mimoso; sutil
delicious,delicioso
deliciously,deliciosamente; de forma deliciosa
delight,embevecer; encantar; extasiar
delight in,desfrutar; fruir; gozar
delightful,encantador; maravilhoso
delimit,delimitar
delimiter,delimitador
delineate,delinear
delinquency,deliquência
delinquent,delinquente
delirious,delirante
delirium,delírio
